"timepoint","n_samples","Mean_aliphatic","SE_aliphatic","Mean_1580_1660","SE_1580_1660","Mean_1500_1550","SE_1500_1550","Mean_simple_plant_prop","SE_simple_plant_prop","Mean_complex_plant_prop","SE_complex_plant_prop","Mean_microbial_prop","SE_microbial_prop","Mean_simple_microbial","SE_simple_microbial","Mean_complex_microbial","SE_complex_microbial"
"wk0",10,-56.5552539897266,3.99149333012117,-44.9556063800621,0.907136441857703,-21.2170175320427,0.59989372759419,0.455929900025765,0.0183734314524591,0.173957560314259,0.00492132445540061,0.370112539659976,0.0136807369550412,1.26330695529794,0.0956170142533865,0.471592113996416,0.0066975756160998
"wk10",7,-51.5801094194302,8.56636243540955,-47.6603213409965,3.13269352117131,-22.0748700715732,2.00300038120767,0.395025161520393,0.0542045009636679,0.186705461995501,0.00885375398757534,0.418269376484106,0.0455769799638312,1.04886529604757,0.160800349726148,0.458821838855839,0.0195685073154479
